"APPOINTED DATES & SESSIONS","DATE","TYPE","SITTINGS CONTENT","RESOLUTION/RESULT"
"第４屆第６會期","91/01/08","院會","修正食品衛生管理法第十四條、第二十七條、第二十九條至第三十三條、第三十五條及第三十六條條文；並增訂第二十九條之一條文。","完成三讀"
"第４屆第６會期","91/01/08","院會","公營事業移轉民營條例第五條、第十四條及第十五條條文修正草案審查案。","另定期繼續討論"
"第４屆第６會期","91/01/08","院會","修正傳染病防治法第二十七條及第三十七條條文。","完成三讀"
"第４屆第６會期","91/01/08","院會","修正健康食品管理法第七條、第九條、第十一條、第十七條、第二十二條至第二十四條、第二十七條及第三十一條條文。","完成三讀"
"第４屆第６會期","91/01/08","院會","修正航業法第十條、第十九條、第四十四條、第五十五條、第五十七條、第五十九條及第六十一條條文；增訂第三十三條之一、第四十九條之一及第五十六條之一條文；並刪除第六十三條條文。","完成三讀"
"第４屆第６會期","91/01/08","院會","修正引水法第十三條、第三十九條及第四十二條條文；並刪除第十四條及第十五條條文。","完成三讀"
"第４屆第６會期","91/01/08","院會","修正船舶法第六十二條、第六十三條、第六十五條至第六十七條、第六十九條至第七十三條及第七十八條至第八十三條條文；增訂第二十二條之一、第三十五條之一、第四十二條之一、第四十九條之一、第五十一條之一、第六十一條之一、第七十四條之一及第八十七條之一至第八十七條之十條文；並刪除第八十七條條文。","完成三讀"
"第４屆第６會期","91/01/08","院會","修正船員法第七十七條、第八十條、第八十四條及第八十八條條文；並增訂第七十條之一條文。","完成三讀"
"第４屆第６會期","91/01/07","法制委員會","繼續審查考試院函請審議「專門職業及技術人員考試法第十四條及第十八條條文修正草案」案。","審查完竣"
"第４屆第６會期","91/01/07","外交及僑務委員會","邀請外交部田部長弘茂暨經濟部主管官員專題報告「我國加入WTO與外交情勢」並備詢。","報告及詢答完畢"
"第４屆第６會期","91/01/04","院會","「行政院主計處九十年五月報告九十年度中央對臺灣省各縣市一般性補助款截至六月份計畫與預算預計執行情形」案審查案。","留待處理"
"第４屆第６會期","91/01/04","院會","修正促進產業升級條例第六條、第十二條、第十五條、第二十一條、第二十三條、第二十五條、第二十六條、第二十八條至第三十二條、第三十四條、第四十五條、第四十八條、第五十一條、第五十三條、第五十五條至第五十七條、第六十條、第六十三條至第六十五條、第六十七條、第六十八條及第七十二條條文增訂第十四條之一、第十九條之一、第二十條之一、第二十二條之一、第三十二條之一、第六章之一章名、第七十條之一及第七十條之二條文；並刪除第五十八條、第五十九條、第六十一條及第六十二條條文。","完成三讀"
"第４屆第６會期","91/01/04","院會","「八十八年下半年及八十九年度中央政府總預算第二預備金動支數額表」案暨各機關動支數額超過五千萬元函請備查案共四案審查案。","留待處理"
"第４屆第６會期","91/01/04","院會","配合九十年度九二一震災災後重建第二期特別預算﹙修正九二一震災社區重建更新基金預算﹚、中央政府總預算追加﹙減﹚預算﹙修正交通建設基金及臺灣鐵路管理局預算﹚及「行政院金融重建基金」創業預算，隨同修正之「九十年度中央政府總預算附屬單位預算及綜計表﹙營業及非營業部分﹚」案審查案。","留待處理"
"第４屆第６會期","91/01/04","院會","「九十年度中央對臺灣省各縣市與高雄市一般性補助款第四季計畫及預算預計執行情形報告」案審查案。","留待處理"
"第４屆第６會期","91/01/04","院會","「九十年度中央對臺灣省各縣市與高雄市一般性補助款截至十月份計畫及預算預計執行情形」案審查案。","留待處理"
"第４屆第６會期","91/01/04","院會","「九十年度中央對臺灣省各縣市與高雄市一般性補助款截至九月份計畫及預算預計執行情形」案審查案。","留待處理"
"第４屆第６會期","91/01/04","院會","﹙一﹚本院預算及決算、法制兩委員會報告院會交付儘速安排行政院函送「九十年度『補助臺灣省各縣市政府』科目預算九四一億六、九七六萬三、０００元，各縣市政府之預算核撥計畫與預計執行進度及成效」案，業經報告完竣，作成處理意見，請查照處理。﹙二﹚行政院函，為本﹙九十﹚年度「補助臺灣省各縣市政府」科目預算九四一．七億元，檢送法定支給項目待撥部分各月撥付數額，請查照案。﹙三﹚行政院函，為本﹙九十﹚年度「補助臺灣省各縣市政府」科目預算九四一．七億元，檢送緊急優先需要項目各月分配數，請同意動支案。﹙四﹚立法院九十年度「補助臺灣省各縣市政府」科目預算調閱委員會函送本院九十年度「補助臺灣省各縣市政府」科目預算調閱委員會調閱審查報告﹙含各黨團意見﹚、行政院主計處所提書面說明及本會對主計處所提說明之綜合意見，請查照提報院會處理。﹙五﹚審計部檢送專案調查「行政院民國九十年度撥付第一期臺灣省各縣市政府一般性補助款作業情形」之調查結果，請查照案。","留待處理"
"第４屆第６會期","91/01/04","院會","修正經濟部組織法第四條、第十一條、第二十五條及第三十六條條文增訂第十二條之一並刪除第十五條、第十六條及第十九條條文。","完成三讀"
"第４屆第６會期","91/01/04","院會","行政院原住民族委員會文化園區管理局組織條例草案。","完成三讀"
"第４屆第６會期","91/01/04","院會","行政院原住民族委員會組織條例草案。","完成三讀"
"第４屆第６會期","91/01/04","院會","游離輻射防護法草案。","完成三讀"
"第４屆第６會期","91/01/04","院會","公務人員訓練進修法草案。","完成三讀"
"第４屆第６會期","91/01/04","院會","「土地稅法第三十三條條文修正草案」及「平均地權條例第四十條條文修正草案」審查案。","另定期繼續討論"
"第４屆第６會期","91/01/04","院會","經濟部水利署水利規劃試驗所組織條例草案。","完成三讀"
"第４屆第６會期","91/01/04","院會","經濟部水利署各河川局組織通則草案。","完成三讀"
"第４屆第６會期","91/01/04","院會","經濟部水利署各區水資源局組織通則草案。","完成三讀"
"第４屆第６會期","91/01/04","院會","經濟部水利署臺北水源特定區管理局組織條例草案。","完成三讀"
"第４屆第６會期","91/01/04","院會","經濟部水利署組織條例草案。","完成三讀"
"第４屆第６會期","91/01/03","全院各委員會聯席","討論九十一年度中央政府總預算案審查總報告。","審查完竣"
"第４屆第６會期","91/01/02","司法委員會","邀請法務部陳部長定南、內政部張部長博雅就「立法委員暨縣市長選舉查察賄選之執行及其成效」提出報告並備質詢。","報告及詢答完畢"
"第４屆第６會期","91/01/02","經濟及能源委員會","審查行政院函請審議「動物傳染病防治條例第十條之一條文修正草案」、「糧食管理法第七條及第十七條之一條文修正草案」及「植物防疫檢疫法部分條文修正草案」案。","審查完竣"
"第４屆第６會期","91/01/02","科技及資訊委員會","邀請行政院生物技術產業指導小組陳召集人錦煌、經濟部部長率工業局局長、行政院國家科學委員會主任委員、行政院農業委員會主任委員及行政院衛生署署長就「我國生物科技產業推動機制與發展現況及未來展望」做專案報告，並備質詢。","繼續詢答"
"第４屆第６會期","91/01/02","外交及僑務、司法兩委員會聯席","審查「駐美國台北經濟文化代表處與美國在台協會間之刑事司法互助協定草案」。","修正通過"
"第４屆第６會期","91/01/02","教育及文化委員會","繼續併案審查本院委員江綺雯等、王雪峯等、林政則等擬具及行政院函請審議「終身學習法草案」案。","審查完竣"
"第４屆第６會期","91/01/02","預算及決算委員會","綜合整理並草擬九十一年度中央政府總預算案審查總報告。","照案通過"
"第４屆第６會期","91/01/02","法制、預算及決算兩委員會聯席","審查行政院函請審議「行政院主計處組織法修正草案」及「行政院主計處電子處理資料中心組織條例修正草案」案。","二案均審查完竣"
"第４屆第６會期","91/01/02","衛生環境及社會福利委員會","一、審查本院委員靳曾珍麗等擬具「助產士法修正草案」案；二、審查行政院函請審議「化粧品衛生管理條例部分條文修正草案」案。","一、審查完竣。二、審查完竣。"
"第４屆第６會期","91/01/02","法制、教育及文化兩委員會聯席","併案審查本院委員李慶安等擬具「教育人員任用條例第二條及第二十條條文修正草案」、行政院、考試院函請審議「教育人員任用條例修正草案」及本院委員穆閩珠等擬具「教育人員任用條例部分條文修正草案」案。","審查完竣"
"第４屆第６會期","91/01/02","法制、交通兩委員會聯席","一、審查行政院、考試院函請審議「交通事業人員考成條例草案」案；二、審查行政院函請審議「交通部民用航空局所屬航空站組織通則草案」案。","一、審查完竣。二、審查完竣。"
"第４屆第６會期","90/12/31","司法委員會","審查本院委員賴士葆、蔡煌瑯、郭素春、鍾紹和、林宏宗等擬具「子女奉養父母法草案」案。","繼續審查"
"第４屆第６會期","90/12/31","國防委員會","繼續審查親民黨黨團擬具之「中華民國前江、浙、閩、粵反共救國軍官兵補發薪餉處理條例草案」案。","審查完竣"
"第４屆第６會期","90/12/31","內政及民族委員會","審查行政院函請審議「國土綜合發展計畫法草案」；並同時審議廢止「區域計畫法」案。","審查完竣"
"第４屆第６會期","90/12/31","內政及民族委員會","繼續審查行政院函請審議「建築經理業管理條例草案」。","暫不處理"
"第４屆第６會期","90/12/31","內政及民族委員會","併案審查行政院函請審議「戶籍法第八條條文修正案」及本院委員蔡家福等擬具「戶籍法第五十八條條文修正草案」案。","審查完竣"
"第４屆第６會期","90/12/28","院會","交通部高雄港務局組織條例。","完成三讀"
"第４屆第６會期","90/12/28","院會","交通部高雄港務局棧埠管理處織條例。","完成三讀"
"第４屆第６會期","90/12/28","院會","交通部高雄港務局船舶機械修造工廠組織條例。","完成三讀"
"第４屆第６會期","90/12/28","院會","監獄組織通則。","完成三讀"
"第４屆第６會期","90/12/28","院會","修正行政院環境保護署組織條例第二條、第三條、第十條、第十四條、第二十二條及第二十四條條文並增訂第十七條之三條文。","完成三讀"
"第４屆第６會期","90/12/28","院會","修正行政程序法第一百七十四條之一條文。","完成三讀"
"第４屆第６會期","90/12/28","院會","修正公務人員保障暨培訓委員會組織法第二條、第十條及第十六條條文並增訂第三條之一條文。","完成三讀"
"第４屆第６會期","90/12/28","院會","行政院人事行政局地方行政研習中心組織條例草案審查案。","另定期繼續討論"
"第４屆第６會期","90/12/28","院會","修正銓敘部組織法第二條、第十一條及第二十一條條文並增訂第七條之一條文。","完成三讀"
"第４屆第６會期","90/12/28","院會","少年觀護所設置及實施通則。","完成三讀"
"第４屆第６會期","90/12/28","院會","看守所組織通則。","完成三讀"
"第４屆第６會期","90/12/28","院會","行政院人事行政局組織條例部分條文修正草案審查案。","另定期繼續討論"
"第４屆第６會期","90/12/28","院會","交通部花蓮港務局組織條例。","完成三讀"
"第４屆第６會期","90/12/28","院會","交通部花蓮港務局港埠工程處組織條例。","完成三讀"
"第４屆第６會期","90/12/28","院會","交通部花蓮港務局棧埠管理處組織條例。","完成三讀"
"第４屆第６會期","90/12/28","院會","交通部高雄港務局各地辦事處組織通則。","完成三讀"
"第４屆第６會期","90/12/28","院會","交通部高雄港務局安平港分局組織條例。","完成三讀"
"第４屆第６會期","90/12/28","院會","交通部臺中港務局船舶機械修造廠組織條例。","完成三讀"
"第４屆第６會期","90/12/28","院會","交通部臺中港務局港埠工程處組織條例。","完成三讀"
"第４屆第６會期","90/12/28","院會","交通部高雄港務局港埠工程處組織條例。","完成三讀"
"第４屆第６會期","90/12/28","院會","交通部臺中港務局棧埠管理處組織條例。","完成三讀"
"第４屆第６會期","90/12/27","法制委員會","一、繼續併案審查考試院函請審議「公務人員任用法增訂第三十三條之一條文草案」及本院委員劉光華等擬具「公務人員任用法增訂第三十五條之一條文草案」案；二、繼續併案審查本院委員林濁水等擬具「聘任人員聘任條例草案」、考試院函請審議「聘任人員人事條例草案」、本院委員林政則等擬具「聘任人員人事條例草案」及劉光華等擬具「聘任人員人事條例草案」案。","一、審查完竣。二、審查完竣。"
"第４屆第６會期","90/12/27","預算及決算委員會","請審計部審計長、行政院主計處主計長邀同各相關部會首長率主管人員及轉投資公司合營事業官股代表列席報告「中央政府﹙含特種基金﹚轉投資公司合營事業八十八、八十九及九十年度經營效益及撤資檢討情形」並備詢。","報告及詢答完畢"
"第４屆第６會期","90/12/27","科技及資訊委員會","併案審查行政院函請審議「電信法部分條文修正草案」﹙二案﹚、本院委員陳其邁等、林志嘉等、丁守中等、邱垂貞等及王幸男等分別擬具「電信法部分條文修正草案」案。","審查完竣"
"第４屆第６會期","90/12/26","法制、經濟及能源兩委員會聯席","一、繼續併案審查行政院函請審議「經濟部組織法第十條條文修正草案」及本院賴士葆等擬具「經濟部組織法第五條條文修正草案」；二、繼續審查行政院函請審議「經濟部能源局組織條例草案」；三、繼續審查行政院函請審議「經濟部礦務局組織條例草案」案。","第一至三案均審查完竣"
"第４屆第６會期","90/12/26","科技及資訊、預算及決算、經濟及能源三委員會聯席","審查中華民國九十一年度中央政府總預算案第三組未處理完竣部分。","審查完竣"
"第４屆第６會期","90/12/26","法制委員會","邀請政府改造委員會游執行長錫堃、賴副執行長英照偕同行政院研究發展考核委員會林主任委員嘉誠、人事行政局朱局長武獻列席報告「研議推動政府改造工程業務概況及相關法制問題」，並備質詢。","報告及詢答完畢"
"第４屆第６會期","90/12/26","衛生環境及社會福利、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案第十二組關於行政院消費者保護委員會收支部分。","審查完竣"
"第４屆第６會期","90/12/26","司法委員會","司法院函請審議「民事訴訟法合意選定法官審判暫行條例草案」案。","審查完竣"
"第４屆第６會期","90/12/26","交通、預算及決算兩委員會聯席","交通部部長報告九十一年度「交通部對各縣市政府計畫型補助款之執行進度與成效」，並備質詢。","同意動支"
"第４屆第６會期","90/12/26","交通、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案處理未審查完竣部分預算。","觀光局預算照列，運研所預算刪除四百三十一萬元，交通部汽車燃料使用費歲入預算保留至全院聯席會處理。"
"第４屆第６會期","90/12/26","法制、財政兩委員會聯席","繼續審查行政院函請審議「財政部各地區支付處組織通則修正草案」案。","審查完竣"
"第４屆第６會期","90/12/25","院會","﹙一﹚本院預算及決算、法制兩委員會報告院會交付儘速安排行政院函送「九十年度『補助台灣省各縣市政府』科目預算九四一億六、九七六萬三、０００元，各縣市政府之預算核撥計畫與預計執行進度及成效」案，業經報告完竣，作成處理意見，請查照處理。﹙二﹚行政院函，為本﹙九十﹚年度「補助台灣省各縣市政府」科目預算九四一．七億元，檢送法定支給項目待撥部分各月撥付數額，請查照案。﹙三﹚行政院函，為本﹙九十﹚年度「補助台灣省各縣市政府」科目預算九四一．七億元，檢送緊急優先需要項目各月分配數，請同意動支案。﹙四﹚立法院九十年度「補助台灣省各縣市政府」科目預算調閱委員會函送本院九十年度「補助台灣省各縣市政府」科目預算調閱委員會調閱審查報告﹙含各黨團意見﹚、行政院主計處所提書面說明及本會對主計處所提說明之綜合意見，請查照提報院會處理。﹙五﹚審計部檢送專案調查「行政院民國九十年度撥付第一期臺灣省各縣市政府一般性補助款作業情形」之調查結果，請查照案。","留待處理"
"第４屆第６會期","90/12/25","院會","交通部基隆港務局蘇澳港分局組織條例。","完成三讀"
"第４屆第６會期","90/12/25","院會","本院新黨黨團，針對第四次會議三讀通過之「內政部組織法」及「內政部役政署組織條例草案」，提請復議，請公決案。","撤回"
"第４屆第６會期","90/12/25","院會","行政程序法第一百七十四條之一條文修正草案。","留待處理"
"第４屆第６會期","90/12/25","院會","交通部基隆港務局船舶管理所組織條例。","完成三讀"
"第４屆第６會期","90/12/25","院會","交通部臺中港務局組織條例。","完成三讀"
"第４屆第６會期","90/12/25","院會","交通部基隆港務局臺北港分局組織條例。","完成三讀"
"第４屆第６會期","90/12/25","院會","「九十年度中央對台灣省各縣市與高雄市一般性補助款截至十月份計畫及預算預計執行情形」案審查案。","留待處理"
"第４屆第６會期","90/12/25","院會","「九十年度中央對台灣省各縣市與高雄市一般性補助款截至九月份計畫及預算預計執行情形」案審查案。","留待處理"
"第４屆第６會期","90/12/25","院會","「行政院主計處九十年五月報告九十年度中央對台灣省各縣市一般性補助款截至六月份計畫與預算預計執行情形」案審查案。","留待處理"
"第４屆第６會期","90/12/25","院會","交通部公路總局各區養護工程處組織通則。","完成三讀"
"第４屆第６會期","90/12/25","院會","交通部公路總局組織條例。","完成三讀"
"第４屆第６會期","90/12/25","院會","「八十八年下半年及八十九年度中央政府總預算第二預備金動支數額表」案暨各機關動支數額超過五千萬元函請備查案共四案審查案。","另定期繼續討論"
"第４屆第６會期","90/12/25","院會","配合九十年度九二一震災災後重建第二期特別預算﹙修正九二一震災社區重建更新基金預算﹚、中央政府總預算追加﹙減﹚預算﹙修正交通建設基金及台灣鐵路管理局預算﹚及「行政院金融重建基金」創業預算，隨同修正之「九十年度中央政府總預算附屬單位預算及綜計表﹙營業及非營業部分﹚」案審查案。","另定期繼續討論"
"第４屆第６會期","90/12/25","院會","「九十年度中央對台灣省各縣市與高雄市一般性補助款第四季計畫及預算預計執行情形報告」案審查案。","留待處理"
"第４屆第６會期","90/12/25","院會","交通部公路總局材料試驗所組織條例。","完成三讀"
"第４屆第６會期","90/12/25","院會","交通部基隆港務局船舶機械修造工廠組織條例。","完成三讀"
"第４屆第６會期","90/12/25","院會","交通部基隆港務局棧埠管理處組織條例。","完成三讀"
"第４屆第６會期","90/12/25","院會","交通部基隆港務局港埠工程處組織條例。","完成三讀"
"第４屆第６會期","90/12/25","院會","交通部公路總局各區監理所組織通則。","完成三讀"
"第４屆第６會期","90/12/25","院會","交通部基隆港務局組織條例。","完成三讀"
"第４屆第６會期","90/12/25","院會","修正交通部組織法第二十一條及第二十九條條文並增訂第十八條之一及第二十六條之一條文。","完成三讀"
"第４屆第６會期","90/12/24","預算及決算、內政及民族、外交及僑務、科技及資訊、國防、經濟及能源、財政、教育及文化、交通、司法、法制、衛生環境及社會福利委員會十二委員會聯席","一、審查「八十六年度中央政府總決算暨附屬單位決算及綜計表營業部分與非營業部分及中央政府興建重大交通建設計畫第三期工程特別決算審核報告」案；二、繼續審查「八十七、八十八年度中央政府及八十八年度臺灣省總決算暨附屬單位決算及綜計表營業部分與非營業部分審核報告」案；三、審查「中央政府立法院新院址興建計畫工程特別決算審核報告、臺灣省加速取得都市計畫公共設施保留地償債計畫第二期及金融保險等機構民營化員工權益補償金特別決算審核報告」案；四、審查「中央政府採購高性能戰機特別決算審核報告」案。","前三案均審查完竣，第四案改開秘密會議。"
"第４屆第６會期","90/12/24","司法委員會","併案審查本院委員蔡煌瑯等三十三人擬具「懲治走私條例第八條條文修正案」及行政院函請審議「懲治走私條例修正草案」案。","審查完竣"
"第４屆第６會期","90/12/24","內政及民族委員會","審查九十一年度中央政府總預算案第一組：內政部及所屬『不含社會司、兒童局主管收支部分』。","預算全數照列"
"第４屆第６會期","90/12/24","科技及資訊、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案第三組關於行政院公共工程委員會收支部分。","審查完竣"
"第４屆第６會期","90/12/24","財政、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案第六組「財政部所屬單位﹙台北市國稅局、臺灣省北區國稅局及所屬、臺灣省中區國稅局及所屬、臺灣省南區國稅局及所屬、高雄市國稅局﹚預算」詢答及處理。","審查完竣"
"第４屆第６會期","90/12/24","科技及資訊委員會","併案審查張委員秀珍等擬具「資訊休閒服務業管理條例草案」及行政院函請審議「資訊休閒業管理條例草案」案。","審查完竣"
"第４屆第６會期","90/12/24","法制委員會","併案審查本院委員宋煦光等擬具「後備軍人轉任公職考試比敘條例第三條條文修正草案」、林政則等擬具「後備軍人轉任公職考試比敘條例第五條條文修正草案」及考試院函請審議「後備軍人轉任公職考試比敘條例第三條、第五條條文修正及增訂第五條之一條文草案」案。","審查完竣"
"第４屆第６會期","90/12/24","法制及國防兩委員會聯席","一、審查行政院函請審議「國防部組織法增訂第九條之一條文草案」案及「國防部軍醫局組織條例草案」案。二、繼續審查行政院函請審議「國防部總政治作戰局組織條例草案」案。","一、審查完竣。二、另定期審查。"
"第４屆第６會期","90/12/24","國防、預算及決算、衛生環境及社會福利三委員會聯席","審查中華民國九十一年度中央政府總預算案關於國軍退除役官兵輔導委員會主管收支部分。","審查完竣"
"第４屆第６會期","90/12/24","經濟及能源、預算及決算、衛生環境及社會福利三委員會聯席","繼續審查九十一年度中央政府總預算案，關於經濟部水資源局暨所屬單位主管收支部分案。","審查完竣"
"第４屆第６會期","90/12/21","院會","「九十年度中央對台灣省各縣市與高雄市一般性補助款截至九月份計畫及預算預計執行情形」案審查案。","另定期繼續討論"
"第４屆第６會期","90/12/21","院會","本院預算及決算、法制兩委員會報告院會交付儘速安排行政院函送「九十年『補助台灣省各縣市政府』科目預算九四一億六、九七六萬三、○○○元，各縣市政府之預算核撥計畫與預計執行進度及成效」案，業經報告完竣，作成處理意見，請查照處理。（二）行政院函，為本（九十）年度「補助台灣省各縣市政府」科目預算九四一．七億元，檢送法定支給項目待撥部分各月撥付數額，請查照案。（三）行政院函，為本（九十）年度「補助台灣省各縣市政府」科目預算九四一．七億元，檢送緊急優先需要項目各月分配數，請同意動支案。（四）立法院九十年度「補助台灣省各、縣市政府」科目預算調閱委員會函送本院九十年度「補助台灣省各縣市政府」科目預算調閱委員會調閱審查報告（含各黨團意見）、行政院主計處所提書面說明及本會對主計處所提說明之綜合意見，請查照提報院會處理。（五）審計部檢送專案調查「行政院民國九十年度撥付第一期臺灣省各縣市政府一般性補助款作業情形之調查結果，請查照案。","另定期繼續處理"
"第４屆第６會期","90/12/21","院會","「行政院主計處九十年五月報告九十年度中央對台灣省各縣市一般性補助款截至六月份計畫與預算執行情形」案審查案。","另定期繼續討論"
"第４屆第６會期","90/12/21","院會","本院民進黨黨團針對「兩性工作平等法草案」第十六條提出復議，請公決案。","撤回"
"第４屆第６會期","90/12/21","院會","就業服務法。","完成三讀"
"第４屆第６會期","90/12/21","院會","呼吸治療師法草案","完成三讀"
"第４屆第６會期","90/12/21","院會","醫師法","完成三讀"
"第４屆第６會期","90/12/21","院會","典試法。","完成三讀"
"第４屆第６會期","90/12/21","院會","兩性工作平等法草案。","完成三讀"
"第４屆第６會期","90/12/20","衛生環境及社會福利、預算及決算兩委員會聯席","一、審查中華民國九十一年度中央政府總預算案關於行政院環境保護署主管﹙環境保護署、環境檢驗所、環境保護人員訓練所﹚收支部分。二、邀請行政院環境保護署郝署長龍斌率同相關所屬單位主管代表就「環境保護署九十年度截止九月底止對各縣市政府計畫型補助款執行情形」列席報告，並備質詢。","一、審查完竣。二、報告及詢答完畢。"
"第４屆第６會期","90/12/20","內政、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案關於行政院大陸委員會收支部分。","審查完竣"
"第４屆第６會期","90/12/20","科技及資訊、預算及決算、經濟及能源三委員會聯席","繼續審查中華民國九十一年度中央政府總預算案第三組關於經濟部技術處收支部分。","歲出部分審查完竣，歲入部分金額暫照列。"
"第４屆第６會期","90/12/20","法制、預算及決算兩委員會聯席","審查九十一年度中央政府總預算案第十一組：立法院主管收支部分。","審查完竣"
"第４屆第６會期","90/12/20","教育及文化、預算及決算兩委員會聯席","繼續審查中華民國九十一年度中央政府總預算案關於行政院文化建設委員會及所屬主管收支部分及本組未審完部分。","審查完竣"
"第４屆第６會期","90/12/20","財政、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案第六組「財政部所屬單位預算﹙關稅總局及所屬、國有財產局及所屬、台北區支付處、財稅資料中心、財稅人員訓練所﹚」詢答及處理。","詢答及處理完畢"
"第４屆第６會期","90/12/20","外交及僑務委員會","繼續併案審查「國際合作發展法草案」、「國際合作發展基金會設置條例部分條文修正草案」、「對外援助法草案」、「國際合作法草案」等法案。","審查完竣"
"第４屆第６會期","90/12/20","經濟及能源、預算及決算兩委員會聯席","繼續審查九十一年度中央政府總預算案第五組關於經濟部暨所屬單位主管收支部分。","審查完竣"
"第４屆第６會期","90/12/19","衛生環境及社會福利、預算及決算、內政及民族三委員會聯席","審查中華民國九十一年度中央政府總預算案關於內政部主管﹙內政部社會司、兒童局﹚收支部分。","審查完竣"
"第４屆第６會期","90/12/19","法制、預算及決算兩委員會聯席","審查九十一年度中央政府總預算案第十一組：行政院研究發展考核委員會及所屬主管收支部分。","審查完竣"
"第４屆第６會期","90/12/19","科技及資訊、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案第三組關於行政院國家科學委員會主管收支部分。","繼續審查"
"第４屆第６會期","90/12/19","預算及決算委員會","一、邀請行政院秘書長、行政院主計處主計長、財政部長暨各相關機關首長列席報告「九十年度中央政府總預算追加﹙減﹚預算執行情形」並備詢。二、綜合整理「配合九十年度九二一震災災後重建第二期特別預算﹙修正九二一震災社區重建更新基金預算﹚、中央政府總預算追加﹙減﹚預算﹙修正交通建設基金及台灣鐵路管理局預算﹚及行政院金融重建基金創業預算，隨同修正之九十年度中央政府總預算附屬單位預算及綜計表﹙營業及非營業部分﹚」案審查總報告。三、併案審查高雄縣政府及台北縣政府請願案二案。","一、繼續審查。二、修正通過，提報院會討論。三、不成為議案。"
"第４屆第６會期","90/12/19","外交及僑務、預算及決算兩委員會聯席","繼續審查九十一年度中央政府總預算案第二組僑務委員會主管收支部分。","審查完竣"
"第４屆第６會期","90/12/19","財政、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案第六組關於財政部主管歲出及所屬單位預算﹙國庫署、賦稅署、金融局、證券暨期貨管理委員會﹚案。","審查完竣"
"第４屆第６會期","90/12/19","教育及文化、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案關於行政院體育委員會、行政院青年輔導委員會及所屬、國立故宮博物院主管收支部分。","審查完竣"
"第４屆第６會期","90/12/19","內政及民族、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案第一組關於行政院海岸巡防署及所屬收支部分。","審查完竣"
"第４屆第６會期","90/12/19","交通、預算及決算兩委員會聯席","一、審查中華民國九十一年度中央政府總預算案第九組關於民用航空局及所屬歲出部分；二、審查中華民國九十一年度中央政府總預算案第九組關於觀光局及所屬歲出部分。","一、審查完竣。二、繼續審查。"
"第４屆第６會期","90/12/19","外交及僑務委員會","併案審查「國際合作發展法草案」、「國際合作發展基金會設置條例部分條文修正草案」、「對外援助法草案」、「國際合作法草案」等法案。","繼續審查"
"第４屆第６會期","90/12/19","司法、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案第十組關於監察院主管收支部分。","審查完竣"
"第４屆第６會期","90/12/19","經濟及能源、預算及決算兩委員會聯席","審查九十一年度中央政府總預算案，關於經濟部暨所屬單位主管收支部分案。","繼續審查"
"第４屆第６會期","90/12/18","院會","本院國民黨黨團、民進黨黨團、親民黨黨團及無黨籍聯盟等，針對上次會議議程報告事項第二十四案「所得稅法部分條文修正草案」，提出復議，請逕付二讀。是否有當，敬請公決。","另定期處理"
"第４屆第６會期","90/12/18","院會","對行政院院長施政報告繼續質詢。","詢答完畢"
"第４屆第６會期","90/12/17","財政委員會","繼續審查行政院函請審議「金融資產證券化條例草案」案。","審查完竣"
"第４屆第６會期","90/12/17","預算及決算、法制兩委員會聯席","繼續審查九十一年度中央政府總預算案第七組關於災害準備金、第二預備金部分。","審查完竣"
"第４屆第６會期","90/12/17","教育及文化、預算及決算兩委員會聯席","審查九十一年度中央政府總預算案第八組：行政院文化建設委員會及所屬、行政院新聞局主管收支部分。","行政院新聞局主管收支部分預算審查完竣，行政院文化建設委員會及所屬之預算繼續審查。"
"第４屆第６會期","90/12/17","預算及決算、衛生環境及社會福利、科技及資訊聯席","審查「財團法人國家衛生研究院九十一年度預算書及八十八年下半年及八十九年度決算書」。","審查完竣"
"第４屆第６會期","90/12/17","司法、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案第十組關於司法院及所屬主管收支部分。","審查完竣"
"第４屆第６會期","90/12/17","法制、預算及決算兩委員會聯席","審查九十一年度中央政府總預算案第十一組有關考試院及所屬﹙考選部、銓敘部、公務人員保障暨培訓委員會、國家文官培訓所﹚主管收支部分。","審查完竣"
"第４屆第６會期","90/12/17","經濟及能源、預算及決算兩委員會聯席","一、審查九十一年度中央政府總預算案，關於行政院公平交易委員會主管收支部分案。二、審查九十一年度中央政府總預算案，關於行政院經濟建設委員會主管收支部分案。","審查完竣"
"第４屆第６會期","90/12/17","內政及民族、預算及決算兩委員會聯席","審查中華民國九十一年度中央政府總預算案第一組關於省市地方政府﹙台灣省政府及所屬、台灣省諮議會、福建省政府﹚主管收支部分。","繼續審查"
