"DATE","BILLS TITLE","TYPE","APPOINTED DATES & SESSIONS","SITTINGS","TOTAL CONTENT URL","PROMULGATE LAWS PDF URL","BILLS URL"
"84/01/17","修正公務人員退休法第十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十九次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04645/0464584011700.htm","",""
"84/01/17","修正公務人員撫卹法第十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十九次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04647/0464784011700.htm","",""
"84/01/17","「國家安全會議組織法」依現行法條文補正　","其他","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十九次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=1475"
"84/01/16","修正私立學校教職員保險條例第九條條文　","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十八次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01727/0172784011600.htm","",""
"84/01/16","增訂公務人員保險法第二十三條之一；並修正第八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十八次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04650/0465084011600.htm","",""
"84/01/16","中央健康保險局創業預算案暨八十四年度總預算衛生署主管應專案審查部分　","預決算案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十八次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2023"
"84/01/12","修正所得稅法第四條及第十七條條文　","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十六次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01513/0151384011200.htm","",""
"84/01/12","修正建築師法第二條及第四條條文　","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十六次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01159/0115984011200.htm","",""
"84/01/12","增訂民用航空法第十條之一條文；並修正第十條及第十五條條文　　","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十六次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02031/0203184011200.htm","",""
"84/01/12","廢止戡亂時期郵電抽查條例　","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十六次會議","http://lis.ly.gov.tw/lgcgi/lglaw?@80:1804289383:f:NO%3DC701431*%20OR%20NO%3DC001431%20OR%20NO%3DC101431$$4$$$NO","",""
"84/01/10","增訂交通部組織法第二十三條之一；並修正第二十條至第二十三條條文　","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十五次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01020/0102084011000.htm","",""
"84/01/10","增訂促進產業升級條例第八條之一、第二十五條之一、第二十六條之一、第二十六條之二、第三十二條之一及第三十八條之一；並修正第一條、第三條、第六條、第七條、第九條、第十條、第二十三條、第二十五條、第二十八條、第三十條、第三十四條、第四十一條及第四十四條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十五次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01957/0195784011000.htm","",""
"84/01/06","修正獸醫師法全文　","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/03110/0311084010600.htm","",""
"84/01/06","增訂遺產及贈與稅法第三條之一、第十二條之一及第四十一條之一；並修正第四條、第五條、第十條、第十一條、第十三條、第十六條至第二十條、第二十二條、第三十條、第四十一條及第五十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01515/0151584010600.htm","",""
"84/01/06","制定公務人員退休撫卹基金監理委員會組織條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04668/0466884010600.htm","",""
"84/01/05","修正土地法第三十七條之一條文　","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十三次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01150/0115084010500.htm","",""
"84/01/05","修正姓名條例第一條條文　","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十三次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01123/0112384010500.htm","",""
"84/01/05","修正立法院組織法第七條條文　","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十三次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04401/0440184010500.htm","",""
"84/01/05","增訂交通部中央氣象局組織條例第八條之一條文並修正第七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十三次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02011/0201184010500.htm","",""
"83/12/30","制定公務人員退休撫卹基金管理委員會組織條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十二次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04671/0467183123000.htm","",""
"83/12/29","修正公務人員任用法第十三條及第十六條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04617/0461783122900.htm","",""
"83/12/29","修正訴願法第二十六條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04561/0456183122900.htm","",""
"83/12/29","增訂國立臺灣藝術教育館組織條例第八條之一條","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01737/0173783122900.htm","",""
"83/12/29","修正營業稅法第八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01521/0152183122900.htm","",""
"83/12/29","修正土地稅法第三十一條及第五十五條之二條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01519/0151983122900.htm","",""
"83/12/29","修正海關緝私條例第二十七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01530/0153083122900.htm","",""
"83/12/29","修正駐外外交領事人員任用條例第四條及第七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04628/0462883122900.htm","",""
"83/12/29","修正陸海空軍獎勵條例第七條及第十二條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01411/0141183122900.htm","",""
"83/12/29","修正保安處分執行法第十七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01817/0181783122900.htm","",""
"83/12/29","修正專科學校法第二十六條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01714/0171483122900.htm","",""
"83/12/29","修正宣誓條例第三條及第八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04902/0490283122900.htm","",""
"83/12/29","修正行政院衛生署檢疫總所組織條例第十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02506/0250683122900.htm","",""
"83/12/29","增訂行政院農業委員會組織條例第二十二條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01031/0103183122900.htm","",""
"83/12/29","修正高級中學法第二條及第二十四條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01716/0171683122900.htm","",""
"83/12/29","刪除麻醉藥品管理條例第十三條之四條文並修正第十三條之二條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02512/0251283122900.htm","",""
"83/12/29","修正陸海空軍軍官服役條例第二十八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01403/0140383122900.htm","",""
"83/12/29","修正陸海空軍士官服役條例第二十八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01404/0140483122900.htm","",""
"83/12/29","修正民法第九百四十二條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04511/0451183122900.htm","",""
"83/12/29","刪除公務人員考試法第十七條條文並修正第三條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04605/0460583122900.htm","",""
"83/12/29","增訂行政院環境保護署環境檢驗所組織條例第七條之一條文並修正第七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/03712/0371283122900.htm","",""
"83/12/29","修正行政院環境保護署環境保護人員訓練所組織條例第六條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/03713/0371383122900.htm","",""
"83/12/29","修正職業學校法第四條及第十四條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01715/0171583122900.htm","",""
"83/12/27","修正護照條例第一條、第四條、第九條、第十一條及第十三條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01303/0130383122700.htm","",""
"83/12/23","制定中央健康保險局組織條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十九次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02554/0255483122300.htm","",""
"83/12/15","制定環境影響評估法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十五次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/03716/0371683121500.htm","",""
"83/12/15","制定行政院衛生署中醫藥委員會組織條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十五次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02546/0254683121500.htm","",""
"83/12/13","制定公務人員退休撫卹基金管理條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04667/0466783121300.htm","",""
"83/12/08","制定內政部警政署刑事警察局組織條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十二次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01221/0122183120800.htm","",""
"83/11/18","制定獎勵民間參與交通建設條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01963/0196383111800.htm","",""
"83/11/18","修正農會法第十三條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01130/0113083111800.htm","",""
"83/11/18","增訂科學工業園區管理局組織條例第七條之一及第七條之二條文，並修正第三條及第五條至第八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02802/0280283111800.htm","",""
"83/11/18","修正技術人員任用條例第五條及第七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04619/0461983111800.htm","",""
"83/11/10","修正立法院組織法第七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十八次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04401/0440183111000.htm","",""
"83/11/10","修正考選部組織法全文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十八次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04602/0460283111000.htm","",""
"83/11/10","廢止縣組織法施行法　","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十八次會議","http://lis.ly.gov.tw/lgcgi/lglaw?@3:1804289383:f:NO%3DC704804*%20OR%20NO%3DC004804%20OR%20NO%3DC104804$$4$$$NO","",""
"83/11/10","廢止蒙藏委員會流亡蒙胞就業就學輔導委員會組織條例　","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十八次會議","http://lis.ly.gov.tw/lgcgi/lglaw?@3:1804289383:f:NO%3DC702103*%20OR%20NO%3DC002103%20OR%20NO%3DC102103$$4$$$NO","",""
"83/11/10","修正立法院議事規則第二十九條條文　","本院內規","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十八次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=1374"
"83/10/27","修正鄉鎮市調解條例第三十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04533/0453383102700.htm","",""
"83/10/27","修正行政法院組織法第二條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04504/0450483102700.htm","",""
"83/10/27","修正野生動物保育法全文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/03118/0311883102700.htm","",""
"83/10/20","修正公職人員選舉罷免法第七十條、第七十四條及第八十三條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十二次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01177/0117783102000.htm","",""
"83/10/06","修正公職人員選舉罷免法第八十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第八次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01177/0117783100600.htm","",""
"83/09/30","修正水土保持法第四條、第七條、第八條、第十三條至第十六條、第十九條、第二十三條及第三十三條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第七次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/03116/0311683093000.htm","",""
"83/09/29","制定國家文化藝術基金會設置條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第六次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02903/0290383092900.htm","",""
"83/09/16","增訂全民健康保險法第十一條之一及第六十九條之一條文；並修正第八十七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01189/0118983091600.htm","",""
"83/09/13","修正臺灣地區與大陸地區人民關係條例第六十六條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01825/0182583091300.htm","",""
"83/07/19","制定全民健康保險法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十六次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01189/0118983071900.htm","",""
"83/07/15","增訂公職人員選舉罷免法第三十六條之一、第五十條之一、第九十條之一、第九十一條之一、第九十四條之一及第一百條之一；刪除第二十七條、第五十五條之一、第五十六條、第九十六條及第九十六條之一；並修正第二條、第三條、第七條、第十四條至第十六條、第二十條、第二十一條、第三十一條、第三十二條、第三十八條、第三十九條、第四十五條、第四十五條之一、第四十五條之五、第四十六條、第四十九條至第五十一條、第五十一條之一、第五十二條、第五十五條、第五十七條、第六十一條、第六十二條、第六十四條至第六十七條、第六十八條之一、第七十條、第七十四條、第七十九條、第八十三條、第八十六條、第八十七條之二、第八十八條、第八十九條、第九十一條、第九十三條、第九十四條、第九十七條、第一百零三條及第一百零九條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十六次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01177/0117783071500.htm","",""
"83/07/08","制定直轄市自治法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十五次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04811/0481183070800.htm","",""
"83/07/07","制定省縣自治法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十五次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04809/0480983070700.htm","",""
"83/07/05","修正公職人員財產申報法第七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十五次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04711/0471183070500.htm","",""
"83/07/05","制定中央政府預算執行暫行條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十五次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02309/0230983070500.htm","",""
"83/06/21","增訂行政院勞工委員會職業訓練局職業訓練中心組織通則第十三條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01105/0110583062100.htm","",""
"83/06/14","刪除考試院組織法第十三條條文；並修正第二條、第六條、第七條、第九條至第十二條及第十四條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十九次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04601/0460183061400.htm","",""
"83/06/14","修正教育人員任用條例第八條、第二十一條及第四十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十九次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04630/0463083061400.htm","",""
"83/06/03","修正公職人員選舉罷免法第三十二條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十六次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01177/0117783060300.htm","",""
"83/05/31","中華民國八十四年度中央政府總預算案暨總預算案附屬單位預算及綜計表營業與非營業部分暨臺灣省菸酒公賣局營業預算案（備註：一、總預算案﹙非營業部分﹚83年5月31日第二十五次會議通過。二、總預算案﹙營業部分﹚暨臺灣省菸酒公賣局營業預算案83年7月12日第三十六次會議通過。）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第二十五次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2025"
"83/05/24","修正監獄行刑法第十九條及第二十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01809/0180983052400.htm","",""
"83/05/24","修正行刑累進處遇條例第十九條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01810/0181083052400.htm","",""
"83/05/12","制定水土保持法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/03116/0311683051200.htm","",""
"83/04/28","增訂金門馬祖東沙南沙地區安全及輔導條例第十四條之一至第十四條之三條文；並修正第三條、第十四條及第十五條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十七次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04812/0481283042800.htm","",""
"83/04/14","修正學位授予法全文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十三次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01713/0171383041400.htm","",""
"83/04/14","將「中央政府建設公債發行條例」名稱修正為「中央政府建設公債及借款條例」，並增訂第九條之二；修正第一條、第二條及第五條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十三次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01550/0155083041400.htm","",""
"83/01/18","增訂信用合作社法第四十九條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01588/0158883011800.htm","",""
"83/01/18","增訂行政院文化建設委員會組織條例第三條之一、第三條之二及第九條之一條文；並修正第五條及第七條至第九條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01029/0102983011800.htm","",""
"83/01/18","修正平均地權條例第四十二條及第四十二條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01154/0115483011800.htm","",""
"83/01/18","增訂中華民國刑法第七十九條之一條文；並修正第七十七條至第七十九條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04536/0453683011800.htm","",""
"83/01/18","將「師範教育法」名稱修正為「師資培育法」，並修正全文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01717/0171783011800.htm","",""
"83/01/18","廢止非常時期農礦工商管理條例","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十四次會議","http://lis.ly.gov.tw/lgcgi/lglaw?@33:1804289383:f:NO%3DC701917*%20OR%20NO%3DC001917%20OR%20NO%3DC101917$$4$$$NO","",""
"83/01/18","立法院修憲委員會組織規程","本院內規","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十四次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=1376"
"83/01/14","修正外役監條例第四條、第五條、第十一條、第十四條、第十九條及第二十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十三次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01816/0181683011400.htm","",""
"83/01/11","制定消費者保護法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三十二次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01180/0118083011100.htm","",""
"82/12/30","制定國家安全會議組織法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十八次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04307/0430782123000.htm","",""
"82/12/30","制定國家安全局組織法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十八次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04317/0431782123000.htm","",""
"82/12/30","制定行政院人事行政局組織條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十八次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01033/0103382123000.htm","",""
"82/12/28","修正專利法全文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十七次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01924/0192482122800.htm","",""
"82/12/23","修正土地稅法第三十九條及第三十九條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十五次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01519/0151982122300.htm","",""
"82/12/16","廢止中華民國五十七年度公債發行條例","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十二次會議","http://lis.ly.gov.tw/lgcgi/lglaw?@33:1804289383:f:NO%3DC701564*%20OR%20NO%3DC001564%20OR%20NO%3DC101564$$4$$$NO","",""
"82/12/16","廢止中華民國五十九年度公債發行條例","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十二次會議","http://lis.ly.gov.tw/lgcgi/lglaw?@33:1804289383:f:NO%3DC701567*%20OR%20NO%3DC001567%20OR%20NO%3DC101567$$4$$$NO","",""
"82/12/16","廢止中華民國五十五年度公債發行條例","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十二次會議","http://lis.ly.gov.tw/lgcgi/lglaw?@33:1804289383:f:NO%3DC701561*%20OR%20NO%3DC001561%20OR%20NO%3DC101561$$4$$$NO","",""
"82/12/16","廢止中華民國五十八年度公債發行條例","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十二次會議","http://lis.ly.gov.tw/lgcgi/lglaw?@33:1804289383:f:NO%3DC701566*%20OR%20NO%3DC001566%20OR%20NO%3DC101566$$4$$$NO","",""
"82/12/16","廢止中華民國五十六年度公債發行條例","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十二次會議","http://lis.ly.gov.tw/lgcgi/lglaw?@33:1804289383:f:NO%3DC701562*%20OR%20NO%3DC001562%20OR%20NO%3DC101562$$4$$$NO","",""
"82/12/14","修正關務人員人事條例第十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01599/0159982121400.htm","",""
"82/12/14","增訂人民團體法第五十條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十一次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01124/0112482121400.htm","",""
"82/12/10","修正立法院各委員會辦事通則第六條條文","本院內規","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=1377"
"82/12/07","修正大學法全文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十八次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01711/0171182120700.htm","",""
"82/12/03","修正立法院組織法第十五條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十七次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04401/0440182120300.htm","",""
"82/11/19","修正商標法全文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十四次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01936/0193682111900.htm","",""
"82/11/09","增訂交通部電信總局組織條例第十八條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十二次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02007/0200782110900.htm","",""
"82/11/09","制定信用合作社法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第十二次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01588/0158882110900.htm","",""
"82/10/07","修正中華民國八十三年度中央政府總預算執行條例第九條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第三次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/90146/9014682100700.htm","",""
"82/09/12","廢止中華民國六十年度公債發行條例","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第二十二次會議","http://lis.ly.gov.tw/lgcgi/lglaw?@33:1804289383:f:NO%3DC701568*%20OR%20NO%3DC001568%20OR%20NO%3DC101568$$4$$$NO","",""
"82/07/16","制定有線電視法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第五十次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02409/0240982071600.htm","",""
