"DATE","BILLS TITLE","TYPE","APPOINTED DATES & SESSIONS","SITTINGS","TOTAL CONTENT URL","PROMULGATE LAWS PDF URL","BILLS URL"
"100/05/27","修正呼吸治療師法第十四條、第十八條條文；增訂第二章之一章名、第十六條之一至第十六條之十四、第二十三條之一、第二十三條之二、第二十四條之一及第二十四條之二條文；並刪除第四十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02574/02574100052700.htm","http://glin.ly.gov.tw/file/legal/tw1506201109.pdf",""
"100/05/27","修正不動產估價師法第二十四條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01603/01603100052700.htm","http://glin.ly.gov.tw/file/legal/tw1506201102.pdf",""
"100/05/27","修正農地重劃條例第七條、第三十一條及第三十二條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01155/01155100052700.htm","http://glin.ly.gov.tw/file/legal/tw1506201105.pdf",""
"100/05/27","修正土地法第三十四條之一及第一百七十二條條文；並刪除第八條、第三十四條及第一百七十五條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01150/01150100052700.htm","http://glin.ly.gov.tw/file/legal/tw1506201107.pdf",""
"100/05/27","修正人民團體法第五十六條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01124/01124100052700.htm","http://glin.ly.gov.tw/file/legal/tw1506201103.pdf",""
"100/05/24","修正莫拉克颱風災後重建特別條例第三十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第14次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/05161/05161100052401.htm","http://glin.ly.gov.tw/file/legal/tw0806201103.pdf",""
"100/05/24","刪除莫拉克颱風災後重建特別條例第十六條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第14次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/05161/05161100052401.htm","http://glin.ly.gov.tw/file/legal/tw0806201103.pdf",""
"100/05/20","制定消除對婦女一切形式歧視公約施行法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第14次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/05167/05167100052000.htm","http://glin.ly.gov.tw/file/legal/tw0806201104.pdf",""
"100/05/20","財團法人國際合作發展基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第14次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2456"
"100/05/20","財團法人臺灣民主基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第14次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2457"
"100/05/20","財團法人太平洋經濟合作理事會中華民國委員會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第14次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2458"
"100/05/20","廢止行政院衛生署藥物食品檢驗局組織條例","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第14次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2396"
"100/05/20","廢止行政院衛生署管制藥品管理局組織條例","廢止案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第14次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2397"
"100/05/13","修正水利法第九十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第13次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01941/01941100051300.htm","http://glin.ly.gov.tw/file/legal/tw0106201101.pdf",""
"100/05/06","修正預算法第六十七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第12次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02301/02301100050600.htm","http://glin.ly.gov.tw/file/legal/tw2505201101.pdf",""
"100/05/06","修正決算法第七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第12次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02302/02302100050600.htm","http://glin.ly.gov.tw/file/legal/tw2505201105.pdf",""
"100/05/06","修正公職人員選舉罷免法第四十三條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第12次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01177/01177100050600.htm","http://glin.ly.gov.tw/file/legal/tw2505201102.pdf",""
"100/05/06","修正戶籍法第十六條、第十七條、第三十四條、第四十八條、第四十九條、第五十五條、第六十七條、第六十九條及第八十三條條文；並增訂第六十五條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第12次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01119/01119100050600.htm","http://glin.ly.gov.tw/file/legal/tw2505201103.pdf",""
"100/05/06","修正行政訴訟法第七十三條及第二百二十九條條文；並增訂第二百四十一條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第12次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04562/04562100050600.htm","http://glin.ly.gov.tw/file/legal/tw2505201104.pdf",""
"100/05/06","財團法人榮民榮眷基金會100年度預算書案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第12次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2441"
"100/05/06","修正不動產經紀業管理條例部分條文（備註：不予修正）","其他","第８屆第３會期（2013-02-26~2013-05-31）","第12次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2293"
"100/05/06","修正專科學校法第十二條條文（備註：不予修正）","其他","第８屆第３會期（2013-02-26~2013-05-31）","第12次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2294"
"100/05/06","修正大學法第十七條、第二十二條及第四十二條條文（備註：不予修正）","其他","第８屆第３會期（2013-02-26~2013-05-31）","第12次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2295"
"100/05/03","增訂會計法第九十九條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第11次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02303/02303100050300.htm","http://glin.ly.gov.tw/file/legal/tw1805201101.pdf",""
"100/05/03","修正妨害兵役治罪條例第十六條及第十七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第11次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04539/04539100050300.htm","http://glin.ly.gov.tw/file/legal/tw1805201102.pdf",""
"100/05/03","修正道路交通管理處罰條例第四十五條、第五十五條及第七十八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第11次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02017/02017100050300.htm","http://glin.ly.gov.tw/file/legal/tw1805201103.pdf",""
"100/04/26","修正稅捐稽徵法第十九條、第三十五條及第五十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第10次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01512/01512100042600.htm","http://npl.ly.gov.tw/npl/pdflaw/tw1105201102.pdf",""
"100/04/22","修正道路交通管理處罰條例第三十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第10次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02017/02017100042200.htm","http://npl.ly.gov.tw/npl/pdflaw/tw1105201101.pdf",""
"100/04/19","修正消防法第十四條及第四十一條條文；並增訂第十四條之一及第四十一條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第9次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01178/01178100041900.htm","http://npl.ly.gov.tw/npl/pdflaw/tw0405201103.pdf",""
"100/04/19","修正藥害救濟法第一條、第五條、第十二條、第十三條、第二十二條及第二十三條條文；並刪除第二十五條及第二十七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第9次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02564/02564100041900.htm","http://npl.ly.gov.tw/npl/pdflaw/tw0405201102.pdf",""
"100/04/15","制定特種貨物及勞務稅條例","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第9次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/08148/08148100041500.htm","http://npl.ly.gov.tw/npl/pdflaw/tw0405201101.pdf",""
"100/04/08","修正警察職權行使法第十五條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第8次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/05119/05119100040800.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2704201101.pdf",""
"100/04/08","修正郵政法第十條及第四十九條條文；並刪除第二十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第8次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02019/02019100040800.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2704201103.pdf",""
"100/04/08","修正就業保險法第三十八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第8次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/03631/03631100040800.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2704201104.pdf",""
"100/04/08","修正空氣污染防制法第二條、第十三條及第三十四條條文；並增訂第三十四條之一及第六十三條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第8次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02519/02519100040800.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2704201106.pdf",""
"100/04/08","修正中央銀行法第三條、第六條、第九條、第十一條及第三十八條條文；並增訂第十一條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第8次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01532/01532100040800.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2704201102.pdf",""
"100/04/08","修正勞工保險條例第十五條、第四十四條、第七十二條及第七十九條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第8次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01148/01148100040800.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2704201105.pdf",""
"100/04/08","制定行政法人法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第8次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04690/04690100040800.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2704201107.pdf",""
"100/04/08","警察職權行使法第二十條條文修正草案（備註：不予修正）","其他","第８屆第３會期（2013-02-26~2013-05-31）","第8次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2296"
"100/04/08","警察服制條例第六條條文修正草案（備註：不予修正）","其他","第８屆第３會期（2013-02-26~2013-05-31）","第8次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2297"
"100/04/01","修正法務部組織法第四條、第二十條及第二十九條條文；增訂第六條之二條文；並刪除第十四條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第7次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01018/01018100040100.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2004201101.pdf",""
"100/04/01","制定法務部廉政署組織法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第7次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01047/01047100040100.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2004201102.pdf",""
"100/04/01","行政院函請審議「司法官學院組織法草案」（備註：不予審議）","其他","第８屆第３會期（2013-02-26~2013-05-31）","第7次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2298"
"100/03/29","修正發展觀光條例第二十七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第6次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02018/02018100032900.htm","http://npl.ly.gov.tw/npl/pdflaw/tw1304201105.pdf",""
"100/03/29","修正軍人撫卹條例第十七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第6次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01416/01416100032900.htm","http://npl.ly.gov.tw/npl/pdflaw/tw1304201104.pdf",""
"100/03/29","修正農業金融法第六條、第十五條、第十七條、第十九條、第二十四條、第二十六條、第二十八條、第三十一條、第三十三條、第三十七條、第四十六條至第五十條、第五十四條及第六十一條條文；並增訂第三十七條之一及第三十七條之二條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第6次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01646/01646100032900.htm","http://npl.ly.gov.tw/npl/pdflaw/tw1304201103.pdf",""
"100/03/29","修正教育經費編列與管理法第十八條條文；並增訂第三條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第6次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01754/01754100032900.htm","http://npl.ly.gov.tw/npl/pdflaw/tw1304201102.pdf",""
"100/03/29","修正幼稚教育法第八條、第十二條及第二十五條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第6次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01719/01719100032900.htm","http://npl.ly.gov.tw/npl/pdflaw/tw1304201101.pdf",""
"100/03/29","財團法人吳健雄學術基金會99年度預算書案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2412"
"100/03/29","財團法人大學入學考試中心基金會100年度預算書案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2424"
"100/03/29","財團法人亞洲土地改革與農村發展中心99年度預算書案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2417"
"100/03/29","財團法人中央營建技術顧問研究社99年度預算書案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2416"
"100/03/29","財團法人原住民族文化事業基金會100年度預算書案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2423"
"100/03/29","財團法人蒙藏基金會100年度預算書案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2419"
"100/03/29","財團法人惠眾醫療救濟基金會99年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2461"
"100/03/29","財團法人中華民國私立學校教職員退休撫卹離職資遣儲金管理委員會99年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2462"
"100/03/29","財團法人高等教育國際合作基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2455"
"100/03/29","財團法人高等教育評鑑中心基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2426"
"100/03/29","財團法人私立學校興學基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2440"
"100/03/29","財團法人台灣自然保育文教基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2427"
"100/03/29","財團法人社教文化基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2429"
"100/03/29","財團法人臺灣省童軍文教基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2439"
"100/03/29","中華幼兒教育發展基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2431"
"100/03/29","財團法人台灣省中小學校教職員福利文教基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2433"
"100/03/29","財團法人臺灣公共圖書館事業文教基金會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2438"
"100/03/29","財團法人中華民國私立學校教職員退休撫卹離職資遣儲金管理委員會100年度預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第6次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2436"
"100/01/12","增訂預算法第六十二條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02301/02301100011200.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201122.pdf",""
"100/01/12","修正國民教育法第十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01718/01718100011200.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201123.pdf",""
"100/01/12","中華民國100年度中央政府總預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第15次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2630"
"100/01/11","修正船員法第一條至第三條、第六條、第九條、第十條、第十二條、第十七條、第二十條、第四十五條、第四十六條、第五十三條、第七十七條至第八十條、第八十四條及第九十條條文；增訂第十條之一、第二十五條之一、第二十五條之二、第六章之一章名、第七十五條之一至七十五條之七及第八十四條之一至第八十四條之七條文；並刪除第八十三條及第八十八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02036/02036100011100.htm","http://npl.ly.gov.tw/npl/pdflaw/tw0102201103.pdf",""
"100/01/11","中央政府易淹水地區水患治理計畫第3期特別預算案（備註：完成三讀）","預決算案","第８屆第３會期（2013-02-26~2013-05-31）","第15次會議","","","http://npl.ly.gov.tw/do/www/FileViewer?id=2464"
"100/01/10","修正國軍退除役官兵輔導條例第十六條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02601/02601100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201103.pdf",""
"100/01/10","修正商品標示法第九條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01938/01938100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201109.pdf",""
"100/01/10","修正稅捐稽徵法第三十八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01512/01512100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201119.pdf",""
"100/01/10","修正中華民國刑法第三百二十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04536/04536100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201105.pdf",""
"100/01/10","修正保安處分執行法第二十六條、第七十八條及第八十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01817/01817100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201106.pdf",""
"100/01/10","修正安寧緩和醫療條例第一條及第七條條文；增訂第六條之一條文；並刪除第十三條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02562/02562100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201111.pdf",""
"100/01/10","修正電業法第六十二條至第六十四條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01922/01922100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201108.pdf",""
"100/01/10","修正消費者債務清理條例第十一條、第三十三條、第六十六條、第六十七條及第一百五十八條條文；並增訂第五條之一及第一百五十一條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04590/04590100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201120.pdf",""
"100/01/10","修正營造業法第十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01186/01186100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201112.pdf",""
"100/01/10","修正營造業法第七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01186/01186100011001.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201112.pdf",""
"100/01/10","修正人體生物資料庫管理條例第二十九條、第三十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02538/02538100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201114.pdf",""
"100/01/10","制定天然氣事業法","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/08113/08113100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw0102201102.pdf",""
"100/01/10","修正立法院組織法第三十三條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/04401/04401100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201102.pdf",""
"100/01/10","增訂貨物稅條例第十二條之三條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01517/01517100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201104.pdf",""
"100/01/10","修正加值型及非加值型營業稅法第二條、第五條、第七條、第九條、第十六條、第二十條、第二十八條、第三十條、第三十二條及第三十六條條文；並增訂第三條之二、第六條之一、第八條之三、第三十條之一、第四十二條之一及第四十八條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01521/01521100011001.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201117.pdf",""
"100/01/10","修正所得稅法第三條之四、第二十四條、第四十四條、第六十六條之六、第八十一條、第一百十四條之三條文；並增訂第二十四條之四及第四十三條之二條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01513/01513100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201121.pdf",""
"100/01/10","修正管制藥品管理條例第三條、第四條、第七條、第八條、第十三條、第十五條至第二十條、第二十二條、第二十三條、第二十七條至第三十條、第三十三條、第三十七條及第四十二條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02512/02512100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201107.pdf",""
"100/01/10","修正大學法第九條及第十條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01711/01711100011001.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201110.pdf",""
"100/01/10","修正政府採購法第十一條、第五十二條及第六十三條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02308/02308100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201113.pdf",""
"100/01/10","修正藥師法第十九條及第四十三條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02509/02509100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201115.pdf",""
"100/01/10","修正運動彩券發行條例第二十一條及第二十九條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01661/01661100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201118.pdf",""
"100/01/10","修正加值型及非加值型營業稅法第八條、第十三條、第二十三條及第五十一條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01521/01521100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201117.pdf",""
"100/01/10","修正大學法第七條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01711/01711100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201110.pdf",""
"100/01/10","修正身心障礙者權益保障法第二條至第四條、第六條、第十六條、第十七條、第二十條、第二十三條、第三十一條、第三十二條、第三十八條、第四十六條、第四十八條、第五十條至第五十三條、第五十六條、第五十八條、第六十四條、第七十六條、第七十七條、第八十一條、第九十五條、第九十八條及第一百零六條條文；並增訂第三十條之一、第三十八條之一、第四十六條之一、第五十二條之一、第五十二條之二、第六十條之一及第六十九條之一條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01127/01127100011000.htm","http://npl.ly.gov.tw/npl/pdflaw/tw0102201101.pdf",""
"100/01/07","修正道路交通管理處罰條例第三十五條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/02017/02017100010700.htm","http://npl.ly.gov.tw/npl/pdflaw/tw1901201102.pdf",""
"100/01/07","修正電業法第六十五條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01922/01922100010700.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201108.pdf",""
"100/01/07","修正電業法第一百零六條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01922/01922100010701.htm","http://npl.ly.gov.tw/npl/pdflaw/tw2601201108.pdf",""
"100/01/07","修正貿易法第十八條條文","法律案","第８屆第３會期第１次臨時會（2013-06-13~2013-06-27）","第15次會議","http://lis.ly.gov.tw/lghtml/lawstat/version2/01948/01948100010700.htm","http://npl.ly.gov.tw/npl/pdflaw/tw1901201101.pdf",""
